Production Line Tag,Manufactured Part Code,Shift Date,Gross Quantity Produced,Conforming Quality Qty,Unplanned Downtime Duration
LIN-CNC-02-10,PRD-FLG-880-10,2024-07-20,852,824,53
LIN-WLD-02-2,PRD-PLT-005-2,2025-08-05,1440,1423,38 min
LIN-PRS-01-3,PRD-PLT-005-3,2025-05-28,3958,3785,4 min
LIN-PRS-01,PRD-PLT-005,2025-02-27,3967,3761,13
LIN-CNC-02,PRD-FLG-880,2024-08-26,2004,1824,52
LIN-PRS-01,PRD-BRK-220,2024-12-20,3600,3543,219
LIN-EDR-01-3,PRD-STA-320-3,2025-03-10,1049,1038,18
LIN-EDR-01-9,PRD-STA-320-9,2025-10-09,1458,1406,4
LIN-EDR-01-5,PRD-STA-320-5,2024-04-24,1381,1343,69
LIN-PNT-01,PRD-FLG-880,2026-05-15,3633,3411,72
LIN-CNC-02-8,PRD-BRK-220-8,2024-11-18,2544,2406,28 min
LIN-WLD-02-2,PRD-CHS-010-2,2024-12-26,1025,977,1.0 hrs
LIN-PNT-01-8,,2024-06-28,,,Line Maintenance
LIN-CNC-01-5,PRD-FLG-880-5,2024-08-22,1621,1529,10 min
LIN-CNC-01-3,PRD-VAL-101-3,2024-07-24,1332,1280,54 min
LIN-PRS-01-10,PRD-BRK-220-10,2024-08-23,3553,3516,216 mins
LIN-PRS-01-6,PRD-PLT-005-6,2026-05-17,1331,1288,240 mins
LIN-CNC-02,PRD-FLG-880,2025-06-13,2354,2294,2 min
LIN-PNT-01-5,PRD-FLG-880-5,2025-04-02,2579,2544,41
LIN-CNC-02-9,PRD-BRK-220-9,2024-09-13,1885,1792,19 min
LIN-CNC-02-9,PRD-BRK-220-9,2026-03-05,2297,2169,25
LIN-PRS-01-8,PRD-PLT-005-8,2025-05-29,2889,2883,5
LIN-PNT-01-7,PRD-FLG-880-7,2026-05-29,2124,2096,5
LIN-PNT-01-5,PRD-HSG-450-5,2024-12-26,3560,3435,11 min
LIN-WLD-02-8,PRD-PLT-005-8,2025-06-16,1279,1232,6
LIN-EDR-01-2,PRD-STA-320-2,2026-06-26,1029,1025,17
LIN-WLD-02-4,PRD-PLT-005-4,2025-09-01,1262,1161,0
LIN-PNT-01-6,PRD-FLG-880-6,2024-12-09,3267,3140,25 min
LIN-WLD-02-7,PRD-CHS-010-7,2024-02-27,1019,975,22
LIN-CNC-02-7,PRD-BRK-220-7,2025-12-23,2207,2091,16 min
LIN-WLD-02-2,PRD-CHS-010-2,2024-09-04,1058,1019,3.5 hrs
LIN-PNT-01,PRD-HSG-450,2025-12-05,3458,3264,67
LIN-CNC-02-6,PRD-FLG-880-6,2024-10-31,1961,1876,28
LIN-WLD-02-5,PRD-PLT-005-5,2025-06-20,974,947,1.4 hrs
LIN-EDR-02-8,PRD-MOT-500-8,2024-05-17,1264,1225,70 mins
LIN-EDR-01-2,PRD-STA-320-2,2024-09-27,1356,1324,21
LIN-PNT-01-5,PRD-FLG-880-5,2024-04-08,2632,2342,9
LIN-WLD-01-5,PRD-CHS-010-5,2024-02-22,1252,1192,11
LIN-WLD-02-3,PRD-CHS-010-3,2024-08-12,1504,1486,2.3 hrs
LIN-WLD-02-8,PRD-PLT-005-8,2026-05-07,901,875,3.0 hrs
LIN-CNC-02-2,PRD-BRK-220-2,2025-07-29,2344,2292,31 min
LIN-PRS-01-5,PRD-BRK-220-5,2025-11-02,1295,1240,1.8 hrs
LIN-WLD-02-10,PRD-PLT-005-10,2024-05-23,1186,1175,47 min
LIN-WLD-02-5,PRD-PLT-005-5,2026-05-23,444,434,149 mins
LIN-EDR-01-10,PRD-STA-320-10,2025-11-21,1074,1043,7
LIN-PNT-01-7,PRD-FLG-880-7,2024-05-05,1030,1003,65
LIN-WLD-02-3,PRD-PLT-005-3,2025-05-29,1215,1202,14 min
LIN-EDR-02-10,PRD-MOT-500-10,2024-11-29,1562,1520,89
LIN-CNC-01-10,PRD-FLG-880-10,2025-02-24,2285,2202,169
LIN-EDR-02-3,PRD-MOT-500-3,2025-12-01,1176,1151,124 mins
LIN-WLD-01-4,PRD-CHS-010-4,2025-11-25,908,896,3
LIN-CNC-01-10,PRD-VAL-101-10,2024-08-21,1975,1914,12 min
LIN-CNC-02-4,PRD-BRK-220-4,2025-08-29,2888,2849,85
LIN-CNC-02-7,PRD-FLG-880-7,2024-12-18,2750,2676,12 min
LIN-PNT-01-10,PRD-FLG-880-10,2026-06-27,858,844,26 min
LIN-EDR-02-3,PRD-MOT-500-3,2024-05-17,1093,1073,119 mins
LIN-CNC-01-5,PRD-VAL-101-5,2024-11-05,2100,2036,22 min
LIN-PNT-01-5,PRD-FLG-880-5,2026-02-27,2596,2356,54
LIN-PNT-01-7,PRD-FLG-880-7,2025-06-05,2328,2114,16 min
LIN-CNC-01-10,PRD-FLG-880-10,2025-07-10,2304,2227,194
LIN-PNT-01-3,PRD-FLG-880-3,2025-04-17,2872,2815,2.0 hrs
LIN-PNT-01-5,PRD-FLG-880-5,2024-12-09,2963,2926,13
LIN-PNT-01-10,PRD-FLG-880-10,2025-12-10,3799,3747,96
LIN-WLD-02-10,PRD-CHS-010-10,2026-05-28,1441,1418,43 min
LIN-PNT-01-10,PRD-HSG-450-10,2026-03-24,2393,2370,9 min
LIN-PRS-01,PRD-PLT-005,2025-08-03,1233,1197,1.9 hrs
LIN-PNT-01-7,PRD-FLG-880-7,2026-05-22,2625,2502,3
LIN-PNT-01-8,PRD-HSG-450-8,2026-01-29,3336,3309,2.5 hrs
LIN-EDR-01-4,PRD-STA-320-4,2025-02-04,1702,1686,2.3 hrs
LIN-PRS-01-7,PRD-BRK-220-7,2026-05-21,3379,3343,21
LIN-PRS-01-7,PRD-PLT-005-7,2024-06-10,2855,2778,5
LIN-CNC-02-9,PRD-BRK-220-9,2025-11-03,2256,2157,92
LIN-PNT-01-6,PRD-FLG-880-6,2025-11-27,2800,2783,38 min
LIN-EDR-01-8,PRD-STA-320-8,2024-11-14,1031,940,20 min
LIN-PNT-01-9,PRD-FLG-880-9,2025-04-29,3307,3270,204
LIN-WLD-01-5,PRD-CHS-010-5,2024-07-31,906,881,46
LIN-PRS-01-10,PRD-BRK-220-10,2024-05-22,3872,3848,32
LIN-EDR-02-4,PRD-MOT-500-4,2025-08-21,1844,1795,35
LIN-WLD-02-10,PRD-PLT-005-10,2024-07-15,926,873,55 min
LIN-PNT-01-7,PRD-HSG-450-7,2024-01-04,2396,2167,11 min
LIN-PRS-01-7,PRD-PLT-005-7,2025-02-19,2866,2842,26 min
LIN-PRS-01-5,PRD-BRK-220-5,2024-03-15,2635,2600,62
LIN-WLD-01-4,PRD-CHS-010-4,2024-04-17,773,747,43 min
LIN-CNC-01-7,PRD-FLG-880-7,2025-08-14,2401,2230,30
LIN-PRS-01-10,PRD-PLT-005-10,2025-03-09,658,647,15 min
LIN-PRS-01-6,PRD-PLT-005-6,2026-02-27,2644,2573,87
LIN-CNC-02-3,PRD-FLG-880-3,2024-05-14,2233,2179,9 min
LIN-PRS-01-9,PRD-PLT-005-9,2024-04-29,3985,3879,20
LIN-WLD-02-2,PRD-CHS-010-2,2024-01-11,1373,1312,6 min
LIN-CNC-02-8,PRD-BRK-220-8,2024-11-08,1851,1785,35
LIN-WLD-01-10,PRD-CHS-010-10,2024-02-03,230,222,9
LIN-PRS-01-5,PRD-PLT-005-5,2024-08-07,3567,3382,42 min
LIN-WLD-02-3,PRD-PLT-005-3,2024-07-30,1144,1094,16
LIN-CNC-02-6,PRD-BRK-220-6,2025-10-09,2576,2526,1.9 hrs
LIN-CNC-01,PRD-FLG-880,2024-05-20,2021,1961,21 min
LIN-WLD-01-2,PRD-CHS-010-2,2024-12-05,800,779,116
LIN-WLD-01-8,PRD-CHS-010-8,2024-12-31,834,806,16 min
LIN-EDR-01-3,PRD-STA-320-3,2024-02-16,851,839,2 min
LIN-PRS-01-9,PRD-BRK-220-9,2026-05-18,2488,2456,54 min
LIN-WLD-02-10,PRD-PLT-005-10,2024-08-13,946,900,19
LIN-PRS-01-5,PRD-BRK-220-5,2026-05-08,2640,2602,52
LIN-PNT-01-3,PRD-HSG-450-3,2024-10-18,2215,2189,21 min
LIN-EDR-02-3,PRD-MOT-500-3,2025-08-11,1365,1325,106
LIN-CNC-01-3,PRD-FLG-880-3,2026-02-22,718,691,29
LIN-EDR-01-9,PRD-STA-320-9,2026-04-29,1428,1346,37
LIN-PNT-01-8,PRD-FLG-880-8,2025-11-24,3021,2798,28 min
LIN-CNC-01-5,PRD-FLG-880-5,2025-01-24,2508,2482,97
LIN-CNC-01-7,PRD-VAL-101-7,2024-07-05,2295,2239,62 mins
LIN-PRS-01-7,PRD-BRK-220-7,2025-08-29,3817,3789,2 min
LIN-PNT-01-2,PRD-HSG-450-2,2026-01-06,2592,2458,27
LIN-EDR-02-7,,2025-08-21,,,Line Maintenance
LIN-PRS-01-8,PRD-BRK-220-8,2026-02-24,2580,2489,6
LIN-PNT-01-2,PRD-HSG-450-2,2026-03-24,2791,2605,2.2 hrs
LIN-PRS-01-3,PRD-BRK-220-3,2024-03-25,3170,3085,23 min
LIN-WLD-02-2,PRD-CHS-010-2,2026-05-04,1348,1282,76
LIN-CNC-01-4,PRD-VAL-101-4,2024-08-14,2124,2069,55 min
LIN-CNC-01-6,PRD-VAL-101-6,2025-08-09,478,453,56 min
LIN-PRS-01-7,PRD-BRK-220-7,2025-05-20,3897,3754,179 mins
LIN-WLD-02-10,PRD-PLT-005-10,2024-11-28,1307,1227,107 mins
LIN-WLD-02-8,PRD-CHS-010-8,2024-08-27,1468,1459,60
LIN-PNT-01-4,PRD-FLG-880-4,2025-05-29,1980,1875,57 min
LIN-CNC-01-4,PRD-FLG-880-4,2024-07-01,2256,2215,35 min
LIN-EDR-01-9,PRD-STA-320-9,2024-06-28,1305,1227,96
LIN-WLD-02-4,PRD-PLT-005-4,2025-10-13,950,882,34
LIN-CNC-02,PRD-BRK-220,2024-04-03,2387,2275,25
LIN-PNT-01-3,PRD-FLG-880-3,2024-11-01,3174,3028,8
LIN-PRS-01-10,PRD-BRK-220-10,2024-12-20,2763,2553,190
LIN-PNT-01,PRD-FLG-880,2025-02-19,3021,2843,1
LIN-PNT-01-6,PRD-HSG-450-6,2025-09-23,3006,2927,20
LIN-EDR-02-6,PRD-MOT-500-6,2024-04-25,1594,1558,-
LIN-CNC-01-7,PRD-FLG-880-7,2024-10-21,2161,2031,54
LIN-PNT-01-8,PRD-FLG-880-8,2025-03-14,3488,3424,111 mins
LIN-PRS-01-8,PRD-PLT-005-8,2024-05-31,2965,2919,None
LIN-CNC-02-10,PRD-FLG-880-10,2024-03-08,2664,2550,77 mins
LIN-EDR-01,PRD-STA-320,2025-03-18,1460,1393,17 min
LIN-WLD-02-5,PRD-CHS-010-5,2025-06-30,991,956,78 mins
LIN-CNC-02-9,PRD-BRK-220-9,2025-01-29,2417,2341,13 min
LIN-WLD-02-7,PRD-PLT-005-7,2024-04-12,969,916,38 min
LIN-CNC-02-5,PRD-BRK-220-5,2025-10-20,2105,1924,194 mins
LIN-CNC-01-10,PRD-FLG-880-10,2026-05-26,1528,1479,22 min
LIN-PNT-01-3,PRD-FLG-880-3,2025-07-28,3258,2991,6
LIN-CNC-02,PRD-BRK-220,2024-04-08,2713,2660,70 mins
LIN-EDR-02-7,PRD-MOT-500-7,2025-09-02,1227,1185,1
LIN-PNT-01,PRD-HSG-450,2024-02-13,2349,2307,3.2 hrs
LIN-EDR-01-9,PRD-STA-320-9,2024-11-21,1020,1002,34
LIN-EDR-02-3,PRD-MOT-500-3,2025-05-23,1131,1074,61
LIN-PRS-01-8,PRD-BRK-220-8,2025-11-11,3308,3223,18 min
LIN-CNC-01-4,PRD-FLG-880-4,2024-01-18,2404,2267,1.6 hrs
LIN-WLD-02-3,PRD-PLT-005-3,2025-09-02,1246,1166,104
LIN-CNC-01-7,PRD-VAL-101-7,2024-05-24,1850,1777,39 min
LIN-PNT-01-3,PRD-FLG-880-3,2024-07-01,2212,2162,22
LIN-CNC-02-2,PRD-FLG-880-2,2025-12-30,2524,2441,2 min
LIN-WLD-02-2,PRD-CHS-010-2,2026-01-15,1048,995,2.8 hrs
LIN-PNT-01-3,PRD-HSG-450-3,2024-05-28,2468,2231,23 min
LIN-PNT-01-3,PRD-HSG-450-3,2025-04-28,2657,2554,12
LIN-WLD-02-4,PRD-CHS-010-4,2025-03-25,1149,1124,35 min
LIN-EDR-01,PRD-STA-320,2024-11-29,1175,1158,38 min
LIN-CNC-01-2,PRD-FLG-880-2,2024-10-28,1713,1605,35 min
LIN-EDR-02,PRD-MOT-500,2024-03-11,1382,1368,27
LIN-PNT-01-10,PRD-HSG-450-10,2025-04-16,2826,2732,34 min
LIN-PNT-01-7,PRD-HSG-450-7,2024-06-07,3054,3034,52 min
LIN-WLD-01-10,PRD-CHS-010-10,2026-05-08,846,815,14
LIN-PRS-01-9,PRD-BRK-220-9,2024-11-27,3987,3868,179
LIN-CNC-01-7,PRD-VAL-101-7,2024-02-19,1830,1730,11
LIN-EDR-02-10,PRD-MOT-500-10,2026-05-30,375,370,1 min
LIN-CNC-01-7,PRD-FLG-880-7,2026-04-02,2126,2095,22
LIN-EDR-01-2,PRD-STA-320-2,2025-08-20,1193,1169,44 min
LIN-WLD-01,PRD-CHS-010,2025-07-28,1233,1172,1 min
LIN-PRS-01-10,PRD-BRK-220-10,2024-12-04,3589,3376,3 min
LIN-WLD-02-5,PRD-CHS-010-5,2024-05-11,486,482,36 min
LIN-CNC-01-5,PRD-VAL-101-5,2024-11-27,1356,1335,89
LIN-CNC-02-10,PRD-BRK-220-10,2025-05-07,2867,2801,48 min
LIN-CNC-02-7,PRD-BRK-220-7,2025-03-10,2187,2136,23 min
LIN-WLD-02-2,PRD-CHS-010-2,2024-07-05,967,889,178
LIN-CNC-02-8,PRD-FLG-880-8,2024-04-27,906,894,3.8 hrs
LIN-WLD-02-10,PRD-PLT-005-10,2025-12-24,1268,1230,3.2 hrs
LIN-EDR-02,PRD-MOT-500,2024-02-07,1360,1311,19
LIN-EDR-01-4,PRD-STA-320-4,2025-11-13,1491,1418,51 min
LIN-PRS-01-5,PRD-PLT-005-5,2025-04-23,3327,3296,110
LIN-PNT-01-6,PRD-FLG-880-6,2026-04-28,2341,2283,9 min
LIN-PRS-01-4,PRD-PLT-005-4,2024-09-12,2925,2820,15
LIN-PRS-01,PRD-BRK-220,2024-07-04,2535,2282,31
LIN-PRS-01-8,PRD-BRK-220-8,2024-04-18,3404,3310,3.2 hrs
LIN-CNC-01-4,PRD-FLG-880-4,2025-10-27,1972,1929,9 min
LIN-CNC-02,PRD-BRK-220,2024-12-17,2191,1854,18 min
LIN-PRS-01-10,PRD-PLT-005-10,2025-11-07,3454,3372,1.9 hrs
LIN-EDR-01-6,PRD-STA-320-6,2025-03-07,1375,1316,40
LIN-PRS-01-3,PRD-BRK-220-3,2025-08-14,3772,3557,155
LIN-PRS-01-4,PRD-BRK-220-4,2024-11-26,3180,3069,158 mins
LIN-PRS-01-8,PRD-PLT-005-8,2024-02-02,2973,2936,43
LIN-CNC-01,PRD-FLG-880,2025-07-18,1679,1649,69 mins
LIN-WLD-02-2,PRD-CHS-010-2,2025-11-18,1314,1246,1 min
LIN-WLD-02-5,PRD-CHS-010-5,2025-05-07,1252,1242,1.1 hrs
LIN-CNC-02-6,PRD-FLG-880-6,2025-02-12,2176,2112,5
LIN-CNC-02-6,PRD-FLG-880-6,2025-01-21,2017,1999,1.6 hrs
LIN-PNT-01-5,,2025-12-29,,,Line Maintenance
LIN-PRS-01-4,PRD-PLT-005-4,2025-05-23,3061,2977,1.1 hrs
LIN-CNC-01-2,PRD-FLG-880-2,2026-01-20,1691,1593,1.1 hrs
LIN-PRS-01-2,PRD-BRK-220-2,2024-02-23,2901,2783,3.8 hrs
LIN-PNT-01-3,PRD-HSG-450-3,2025-11-11,3555,3468,30 min
LIN-CNC-01-10,PRD-VAL-101-10,2024-01-22,1716,1707,9
LIN-EDR-02-5,PRD-MOT-500-5,2024-08-29,1136,1117,81 mins
LIN-CNC-02,PRD-BRK-220,2025-02-28,2710,2523,39
LIN-PRS-01-4,PRD-BRK-220-4,2025-02-05,2539,2446,125 mins
LIN-PNT-01-8,PRD-HSG-450-8,2025-02-28,2930,2721,98
LIN-CNC-01-5,PRD-FLG-880-5,2024-12-23,2267,2200,31 min
LIN-WLD-01-2,PRD-CHS-010-2,2025-05-01,827,818,41 min
LIN-PRS-01-10,PRD-PLT-005-10,2025-01-03,3837,3793,2.9 hrs
LIN-CNC-02-2,PRD-BRK-220-2,2024-10-18,2135,2106,12 min
LIN-PRS-01-7,PRD-PLT-005-7,2024-07-22,3204,3102,13 min
LIN-PNT-01-3,PRD-FLG-880-3,2025-09-16,3655,3634,26 min
LIN-PRS-01-9,PRD-PLT-005-9,2025-01-23,2715,2495,4
LIN-CNC-02-10,PRD-BRK-220-10,2025-02-20,2246,2220,47
LIN-PRS-01-4,PRD-PLT-005-4,2024-06-03,3642,3544,24
LIN-PNT-01-3,PRD-HSG-450-3,2024-01-30,2770,2722,2
LIN-EDR-01-4,PRD-STA-320-4,2026-04-06,1406,1310,7
LIN-WLD-02-9,PRD-CHS-010-9,2024-10-02,959,918,87
LIN-WLD-01-6,PRD-CHS-010-6,2024-11-19,1075,1052,-
LIN-CNC-02-8,PRD-FLG-880-8,2025-03-14,2279,2242,121 mins
LIN-CNC-01-7,PRD-FLG-880-7,2025-08-12,1547,1476,62
LIN-CNC-01-2,PRD-FLG-880-2,2026-06-14,573,512,23 min
LIN-WLD-02-10,PRD-PLT-005-10,2025-04-25,1256,1195,160 mins
LIN-PRS-01-7,PRD-PLT-005-7,2025-12-22,3548,3402,30 min
LIN-CNC-02-7,PRD-FLG-880-7,2026-06-12,2451,2405,183 mins
LIN-PRS-01-5,PRD-BRK-220-5,2025-10-13,3666,3595,102
LIN-CNC-01-2,PRD-FLG-880-2,2024-12-30,2398,2210,1.7 hrs
LIN-CNC-02-8,PRD-FLG-880-8,2024-07-31,2299,2267,2.0 hrs
LIN-WLD-02-10,PRD-PLT-005-10,2025-05-13,1455,1295,22 min
LIN-CNC-01-10,PRD-FLG-880-10,2025-05-07,2068,1997,1.2 hrs
LIN-PNT-01,PRD-FLG-880,2024-11-27,2249,2141,47
LIN-EDR-01-7,,2026-01-06,,,Line Maintenance
LIN-CNC-01-3,PRD-FLG-880-3,2026-02-13,1902,1863,27 min
LIN-CNC-01-3,PRD-FLG-880-3,2024-07-04,1687,1650,234
LIN-PNT-01-2,PRD-FLG-880-2,2024-10-11,3570,3532,37 min
LIN-WLD-01-10,PRD-CHS-010-10,2025-08-14,952,936,14
LIN-PNT-01-4,PRD-FLG-880-4,2025-12-11,2778,2737,1
LIN-CNC-02-8,PRD-BRK-220-8,2024-08-08,2050,1982,38
LIN-CNC-02,PRD-FLG-880,2025-09-08,2345,2276,181
LIN-WLD-02-10,PRD-CHS-010-10,2025-12-09,883,837,148 mins
LIN-PRS-01-6,PRD-BRK-220-6,2025-09-09,3046,2855,92 mins
LIN-PNT-01-9,PRD-FLG-880-9,2025-01-12,1112,1101,40
LIN-PNT-01,PRD-HSG-450,2026-01-20,3186,3153,19
LIN-EDR-01-10,PRD-STA-320-10,2026-05-22,1249,1198,37
LIN-PRS-01-10,PRD-PLT-005-10,2026-02-05,2761,2727,12 min
LIN-WLD-01-7,PRD-CHS-010-7,2025-03-10,1126,1001,20
LIN-PRS-01-4,PRD-BRK-220-4,2025-09-16,3395,3269,17
LIN-CNC-01-10,PRD-FLG-880-10,2024-07-05,1936,1836,2 min
LIN-CNC-01-6,PRD-FLG-880-6,2026-06-12,2118,2108,60
LIN-WLD-02-5,PRD-PLT-005-5,2025-08-30,489,475,7 min
LIN-PRS-01-2,PRD-BRK-220-2,2026-04-08,3213,3099,232 mins
LIN-WLD-02-9,PRD-CHS-010-9,2024-10-28,1353,1334,6 min
LIN-PRS-01-9,PRD-PLT-005-9,2026-02-25,2688,2535,3 min
LIN-PNT-01-5,PRD-FLG-880-5,2024-11-08,2330,2235,36
LIN-PRS-01-8,PRD-BRK-220-8,2026-03-04,2516,2358,17 min
LIN-PNT-01-2,PRD-HSG-450-2,2024-08-19,2783,2731,2.2 hrs
LIN-CNC-02-2,PRD-BRK-220-2,2024-03-29,3055,2829,40 min
LIN-WLD-02-9,PRD-PLT-005-9,2025-10-27,838,818,27
LIN-EDR-02-6,PRD-MOT-500-6,2026-02-10,1091,1032,1.4 hrs
LIN-PNT-01-7,PRD-FLG-880-7,2026-05-18,2037,2016,10
LIN-WLD-01-7,PRD-CHS-010-7,2024-05-03,746,685,1.6 hrs
LIN-PNT-01,PRD-FLG-880,2026-01-12,2876,2741,12 min
LIN-PRS-01-2,PRD-PLT-005-2,2025-09-04,3401,3344,11 min
LIN-CNC-01-8,PRD-FLG-880-8,2024-03-01,2161,2127,6
LIN-PNT-01-9,PRD-HSG-450-9,2025-06-23,3038,2986,171 mins
LIN-CNC-01-9,PRD-FLG-880-9,2026-04-17,1645,1568,3 min
LIN-CNC-01-4,PRD-FLG-880-4,2025-10-31,2125,2120,10 min
LIN-CNC-02,PRD-FLG-880,2025-01-09,2247,2185,3
LIN-CNC-01-10,PRD-VAL-101-10,2024-08-22,1638,1540,325 mins
LIN-PRS-01-8,PRD-PLT-005-8,2024-11-11,2600,2543,85
LIN-PNT-01-3,PRD-FLG-880-3,2026-06-04,2660,2589,4 min
LIN-WLD-01-7,PRD-CHS-010-7,2024-11-08,888,871,1.3 hrs
LIN-PNT-01,PRD-FLG-880,2024-05-17,2540,2446,140
LIN-CNC-01-4,PRD-VAL-101-4,2026-06-13,500,495,7 min
LIN-WLD-02-5,PRD-CHS-010-5,2025-05-05,925,903,24
LIN-CNC-01-8,PRD-VAL-101-8,2025-09-08,1819,1711,5
LIN-WLD-02,PRD-PLT-005,2026-04-14,1315,1244,10 min
LIN-CNC-01-9,PRD-VAL-101-9,2024-11-26,1592,1549,14
LIN-WLD-01-8,PRD-CHS-010-8,2025-06-12,889,862,34 min
LIN-WLD-02-3,PRD-PLT-005-3,2024-07-31,1039,1009,38 min
LIN-PRS-01-6,PRD-PLT-005-6,2024-08-02,3394,3303,2.1 hrs
LIN-WLD-02-7,PRD-CHS-010-7,2025-01-10,1083,1039,9 min
LIN-CNC-01-8,PRD-FLG-880-8,2025-09-15,1527,1521,6
LIN-WLD-01-5,PRD-CHS-010-5,2026-01-28,926,884,2 min
LIN-WLD-01-7,PRD-CHS-010-7,2025-05-26,873,866,85 mins
LIN-CNC-01-8,PRD-VAL-101-8,2024-07-12,2547,2459,2.8 hrs
LIN-PNT-01-5,PRD-HSG-450-5,2026-02-04,2920,2820,41 min
LIN-CNC-01-8,PRD-FLG-880-8,2026-02-09,2167,1997,43 min
LIN-WLD-02-3,PRD-PLT-005-3,2025-06-02,1176,1100,64 mins
LIN-CNC-01-3,PRD-VAL-101-3,2025-03-05,1532,1519,2.4 hrs
LIN-PRS-01-4,PRD-PLT-005-4,2025-10-28,2416,2364,14
LIN-CNC-01-4,PRD-FLG-880-4,2026-04-10,2281,2241,24 min
LIN-WLD-02-4,PRD-PLT-005-4,2025-09-29,896,871,4
LIN-PNT-01-3,PRD-HSG-450-3,2024-02-06,2779,2580,57
LIN-WLD-02-9,PRD-PLT-005-9,2024-09-06,923,768,23 min
LIN-EDR-01-9,PRD-STA-320-9,2024-05-17,1449,1432,6 min
LIN-CNC-02-9,PRD-BRK-220-9,2024-07-19,2166,2006,9 min
LIN-WLD-02,PRD-CHS-010,2024-09-11,902,898,24 min
LIN-CNC-02-4,PRD-BRK-220-4,2025-10-10,2106,2003,191
LIN-CNC-01-7,PRD-FLG-880-7,2024-11-01,1519,1483,10 min
LIN-PNT-01-2,PRD-FLG-880-2,2025-12-05,2850,2719,13 min
LIN-CNC-02-5,PRD-BRK-220-5,2024-10-14,2515,2453,20 min
LIN-CNC-02-7,PRD-BRK-220-7,2025-03-12,2589,2445,10 min
LIN-CNC-02-3,PRD-FLG-880-3,2024-03-19,2556,2375,35
LIN-WLD-02,PRD-CHS-010,2024-10-01,839,834,198
LIN-EDR-01,PRD-STA-320,2024-09-09,1605,1589,68
LIN-CNC-02,PRD-FLG-880,2025-08-21,2761,2659,128 mins
LIN-PRS-01,PRD-BRK-220,2026-05-17,790,745,93
LIN-WLD-02-6,PRD-PLT-005-6,2026-06-24,909,886,138 mins
LIN-PNT-01-9,PRD-FLG-880-9,2025-08-06,3108,2972,52 min
LIN-PRS-01,PRD-BRK-220,2024-08-30,3813,3583,47
LIN-CNC-01,PRD-FLG-880,2025-11-19,1889,1799,24
LIN-WLD-02-9,PRD-CHS-010-9,2025-09-02,1237,1218,20 min
LIN-CNC-01-5,PRD-FLG-880-5,2025-03-27,1927,1772,1.6 hrs
LIN-CNC-01-5,PRD-VAL-101-5,2024-05-01,2305,2217,2.4 hrs
LIN-PRS-01-6,PRD-PLT-005-6,2024-03-30,773,716,6
LIN-WLD-01-10,PRD-CHS-010-10,2025-06-02,1232,1185,27 min
LIN-WLD-02-7,PRD-CHS-010-7,2024-08-23,1234,1199,61 mins
LIN-WLD-02-10,PRD-PLT-005-10,2024-06-05,796,767,7
LIN-WLD-01-6,PRD-CHS-010-6,2024-10-30,973,931,36 min
LIN-WLD-02-7,PRD-CHS-010-7,2024-03-27,988,908,63
LIN-PNT-01-10,PRD-HSG-450-10,2025-07-29,2667,2633,1.4 hrs
LIN-CNC-01-3,PRD-VAL-101-3,2026-03-05,1789,1703,13
LIN-PRS-01,PRD-PLT-005,2024-07-23,3658,3511,None
LIN-CNC-02-7,PRD-FLG-880-7,2025-12-31,2218,2030,176
LIN-CNC-01-6,PRD-FLG-880-6,2024-03-25,2321,2264,112
LIN-WLD-01-5,PRD-CHS-010-5,2025-12-09,992,929,43
LIN-WLD-02-10,PRD-CHS-010-10,2024-03-19,1246,1176,164
LIN-PNT-01-2,PRD-FLG-880-2,2024-09-30,2647,2619,4 min
LIN-PNT-01-5,PRD-FLG-880-5,2026-05-05,2450,2336,177
LIN-EDR-02-5,PRD-MOT-500-5,2025-12-17,1104,1062,115
LIN-CNC-01-6,PRD-VAL-101-6,2025-01-29,2018,1933,24
LIN-WLD-02-9,PRD-CHS-010-9,2025-10-03,1071,1008,43
LIN-CNC-02-5,PRD-BRK-220-5,2025-07-07,1813,1623,49 min
LIN-EDR-01-2,PRD-STA-320-2,2025-07-07,1186,1161,37
LIN-EDR-01-4,PRD-STA-320-4,2024-09-19,896,859,28
LIN-EDR-02-9,PRD-MOT-500-9,2025-07-04,1148,1044,None
LIN-CNC-01-7,PRD-FLG-880-7,2024-05-15,1827,1743,19
LIN-CNC-02,PRD-FLG-880,2024-08-27,2890,2739,18 min
LIN-EDR-01-7,PRD-STA-320-7,2025-10-29,1398,1337,1.5 hrs
LIN-WLD-01-4,PRD-CHS-010-4,2025-03-14,1089,1052,49 min
LIN-PNT-01-3,PRD-HSG-450-3,2025-04-11,2624,2538,88
LIN-PNT-01-3,PRD-FLG-880-3,2024-06-01,1141,1100,43 min
LIN-PRS-01-5,PRD-PLT-005-5,2025-07-02,3800,3553,1.2 hrs
LIN-WLD-01,PRD-CHS-010,2024-05-30,848,803,3.1 hrs
LIN-WLD-02-6,PRD-CHS-010-6,2025-10-15,1226,1187,39 min
LIN-WLD-01-2,PRD-CHS-010-2,2024-05-22,846,804,25
LIN-WLD-02-9,PRD-PLT-005-9,2025-04-23,800,783,1.3 hrs
LIN-EDR-01-2,PRD-STA-320-2,2025-04-25,1031,1009,55
LIN-EDR-02-8,PRD-MOT-500-8,2024-04-22,1523,1471,3
LIN-EDR-02-5,PRD-MOT-500-5,2026-01-19,1657,1579,155
